,order_year,customer_id,sales,profit
1515,2016,KF-16285,4173.812,371.0568
851,2015,JE-15745,4152.52,-507.0508
2141,2017,JK-15640,4150.972,981.3005
2009,2017,DR-12880,4131.522,1087.1566
1156,2015,VD-21670,4130.34,991.0435000000001
1875,2017,BE-11335,4101.76,1440.5378
2257,2017,MH-18115,4086.7889999999998,387.20100000000014
2120,2017,JE-15610,4074.0279999999993,1703.5560999999998
28,2014,AJ-10780,4059.684,-56.95330000000001
2020,2017,Dp-13240,4032.7610000000004,-1031.1316
2185,2017,KH-16510,4021.2350000000006,431.28740000000005
1091,2015,SD-20485,4020.662,1954.793
1521,2016,KL-16645,3996.6989999999996,-2.988000000000021
925,2015,LC-16885,3991.5519999999997,1007.7591000000001
1535,2016,LC-16930,3949.4360000000006,246.8924
1147,2015,TS-21370,3936.8559999999998,1135.0933
1914,2017,BW-11110,3818.532,720.8272000000001
2478,2017,TT-21070,3813.1659999999993,422.72650000000004
1296,2016,CL-12565,3786.562,713.8033
352,2014,LW-17215,3785.292,420.588
1129,2015,TB-21520,3776.5380000000005,-1524.0281999999997
314,2014,KH-16690,3769.56,1038.5751
2339,2017,PS-19045,3760.9240000000004,1060.3159999999998
2354,2017,RB-19795,3752.2400000000002,-502.5544
921,2015,KW-16435,3750.702,1600.8510999999999
173,2014,DW-13480,3745.63,1154.6735
1040,2015,PW-19240,3730.5409999999997,1377.678
1010,2015,NP-18325,3724.948,852.8994999999999
808,2015,GB-14575,3695.992,767.5905
1739,2016,SP-20920,3597.836,8.636399999999995
1565,2016,MC-17425,3581.762,1610.1964000000003
2427,2017,SR-20740,3505.84,1676.3121999999998
2382,2017,RW-19690,3492.3640000000005,710.1758999999998
1817,2017,AC-10450,3459.6,876.4830000000001
114,2014,CP-12340,3455.13,-1031.6701
1060,2015,RH-19495,3419.872,480.6405
772,2015,EB-13840,3393.68,610.8624
1868,2017,BD-11500,3372.629,762.0664
1509,2016,KC-16540,3357.276,635.6738
1713,2016,SC-20770,3339.951,-734.2733000000001
407,2014,MW-18235,3333.8999999999996,1449.5187
1029,2015,PM-19135,3332.974,426.81389999999993
1834,2017,AH-10210,3300.64,946.6487999999999
2444,2017,TB-21175,3291.0699999999997,829.6397000000001
215,2014,GH-14425,3290.5159999999996,1073.143
1904,2017,BS-11380,3284.8579999999997,-228.1004
2480,2017,TT-21460,3261.744,840.9865999999998
282,2014,JL-15835,3256.981,-863.9345
703,2015,CL-12565,3251.34,490.6038
502,2014,SC-20050,3247.1580000000004,764.5337999999999
1327,2016,DB-13270,3223.0020000000004,810.56
324,2014,KT-16480,3219.602,103.43179999999998
1804,2016,ZC-21910,3215.733,-1731.0077
837,2015,IL-15100,3193.69,656.7856
849,2015,JE-15610,3165.744,-129.58819999999997
2423,2017,SP-20620,3136.6669999999995,-166.03699999999998
2102,2017,HR-14830,3124.806,1000.6872000000001
2051,2017,ES-14020,3121.3519999999994,872.0321
592,2014,YC-21895,3116.49,833.7633000000001
1215,2016,AS-10285,3097.924,331.36519999999996
1978,2017,DB-13555,3060.9168,100.9809
1187,2016,AG-10675,3026.2816,-281.5758
2426,2017,SR-20425,3020.541,-3391.4082000000008
1167,2015,ZC-21910,2994.162,307.7021
2002,2017,DM-13345,2990.8340000000003,1374.4141000000002
1659,2016,PP-18955,2975.1000000000004,707.2120999999999
2370,2017,RM-19675,2970.4320000000002,1041.9132
1637,2016,OT-18730,2945.474,-1182.103
2471,2017,TS-21205,2942.784,286.3595
1810,2017,AB-10060,2936.264,477.82919999999996
2404,2017,SF-20200,2909.2339999999995,294.745
1738,2016,SP-20860,2904.572,618.7338
1987,2017,DJ-13630,2888.518,669.7832000000001
457,2014,PS-19045,2884.37,623.1932999999999
2143,2017,JK-16090,2854.578,357.76970000000006
2466,2017,TP-21130,2840.6500000000005,753.7612
1032,2015,PO-19180,2838.33,823.2302999999999
1442,2016,IM-15055,2832.55,956.5317
2096,2017,HK-14890,2827.736,399.0042
1082,2015,SC-20305,2803.92,0.0
2171,2017,KB-16240,2803.4019999999996,763.5467
1393,2016,EM-14140,2802.72,968.9808
694,2015,CC-12685,2795.0060000000003,895.476
1672,2016,RB-19465,2787.638,123.80850000000007
501,2014,SC-20020,2785.3795999999998,-360.3696000000001
497,2014,SA-20830,2755.3920000000003,351.32520000000005
2216,2017,LP-17095,2738.787,259.0892
1343,2016,DK-13225,2723.554,227.45110000000003
276,2014,JK-15730,2723.496,-212.61020000000002
776,2015,ED-13885,2722.1220000000003,574.8102
1532,2016,LB-16795,2714.6180000000004,-658.6320999999999
926,2015,LC-16960,2714.448,278.20079999999996
858,2015,JG-15160,2710.834,736.7656000000001
112,2014,CM-12715,2701.126,206.204
1685,2016,RF-19345,2695.722,438.6147
334,2014,LF-17185,2690.2599999999998,-3802.0806000000002
453,2014,PP-18955,2689.874,472.3781
980,2015,MS-17365,2685.112,145.50139999999985
319,2014,KM-16720,2684.728,213.69650000000001
818,2015,GT-14710,2670.19,974.3135
744,2015,DK-12895,2660.624,609.5947
2150,2017,JM-15250,2660.514,-135.41039999999998
1457,2016,JE-16165,2657.81,775.9808
638,2015,AT-10735,2643.06,739.5186
2148,2017,JL-15505,2638.95,528.6887
2057,2017,FH-14275,2638.856,609.8024
645,2015,BD-11320,2632.59,799.4895
739,2015,DH-13075,2622.7000000000003,783.2318
2462,2017,TH-21550,2592.048,-990.1554000000001
876,2015,JL-15850,2590.204,816.5161999999999
805,2015,GA-14515,2572.5,625.8474
1096,2015,SG-20080,2567.1510000000003,352.1862
526,2014,SM-20950,2566.554,-372.1122
1607,2016,MT-17815,2537.5179999999996,432.25219999999996
366,2014,MD-17350,2526.804,-83.88719999999996
2442,2017,TA-21385,2523.5299999999997,679.2185
1395,2016,EP-13915,2518.1548000000003,-394.0889
908,2015,KH-16630,2515.9639999999995,501.5394
1981,2017,DC-12850,2493.8860000000004,-1129.1210999999998
1851,2017,AS-10045,2475.8460000000005,-377.95079999999996
1225,2016,BD-11320,2472.067,97.2355
2296,2017,ND-18460,2459.1,379.24760000000003
736,2015,DE-13255,2432.47,438.47970000000004
1691,2016,RL-19615,2430.008,267.8071
847,2015,JD-16150,2421.532,212.63690000000003
414,2014,NC-18535,2410.178,690.9353000000001
2086,2017,GZ-14545,2408.362,816.1708
768,2015,Dp-13240,2397.1600000000003,1145.8329999999999
2072,2017,GH-14410,2394.411,-496.0608000000001
1818,2017,AC-10615,2386.926,331.1249
1400,2016,FC-14245,2377.56,972.2454
1850,2017,AR-10825,2375.348,105.08179999999999
1182,2016,AG-10270,2374.73,696.2947000000001
784,2015,EM-13810,2366.74,-201.8957
2307,2017,NP-18670,2353.94,187.15879999999999
1551,2016,LS-16945,2347.7760000000003,21.42
879,2015,JM-15865,2343.478,371.6325
2412,2017,SJ-20125,2337.788,-56.58950000000002
557,2014,TC-21295,2333.214,402.536
1775,2016,TN-21040,2327.909,-903.2735000000001
1594,2016,MM-17920,2324.9500000000003,447.8444
1303,2016,CM-12655,2318.2400000000002,599.8953999999999
933,2015,LL-16840,2315.54,404.4692
1301,2016,CM-12235,2305.712,365.0387
493,2014,RR-19525,2304.37,543.5698
1961,2017,CS-12400,2298.2905,-384.9597
1811,2017,AB-10105,2291.0439999999994,341.1226
27,2014,AI-10855,2290.458,288.2371
1630,2016,NP-18700,2279.888,272.9226
1948,2017,CM-12385,2271.76,702.4324
1910,2017,BT-11530,2270.7,347.0996
2432,2017,SU-20665,2259.622,622.8838999999999
2301,2017,NH-18610,2248.14,635.9676
979,2015,MP-18175,2247.852,527.7138
689,2015,CC-12145,2246.3720000000003,297.35609999999997
944,2015,MA-17560,2245.772,619.0983
1067,2015,RM-19675,2245.13,660.517
464,2014,RA-19885,2238.53,776.4837
866,2015,JK-15205,2232.156,614.3016
1701,2016,RW-19630,2229.266,346.15070000000003
1949,2017,CM-12655,2226.8500000000004,855.9337
562,2014,TH-21100,2223.444,-155.26059999999998
611,2015,AG-10495,2223.183,264.9876
43,2014,AS-10225,2216.8,444.69019999999995
1122,2015,SV-20785,2212.924,209.64610000000005
217,2014,GM-14440,2208.4480000000003,202.77959999999996
2247,2017,MG-17680,2208.3160000000003,14.178599999999994
1843,2017,AM-10705,2207.2200000000003,391.6832
727,2015,DB-13120,2201.5539999999996,-285.05119999999994
1462,2016,JF-15565,2198.8259999999996,848.7887
408,2014,MY-18295,2187.9880000000003,-103.1388
2188,2017,KL-16555,2185.3300000000004,-163.65419999999997
54,2014,BD-11605,2185.0310000000004,342.93379999999996
2092,2017,HG-14965,2184.762,-2971.3827000000006
2356,2017,RD-19480,2172.196,276.2682
409,2014,MZ-17515,2165.8779999999997,787.0524999999999
1223,2016,BB-11545,2129.3,432.22489999999993
2378,2017,RS-19765,2128.808,649.3860999999999
580,2014,VD-21670,2126.034,576.5563
1999,2017,DL-13495,2123.842,-200.5818
33,2014,AM-10705,2116.5060000000003,472.0844000000001
2238,2017,MC-17845,2105.2219999999998,242.1279
1300,2016,CM-12160,2101.68,-315.75600000000003
1426,2016,GZ-14470,2097.27,651.9093
1209,2016,AR-10825,2096.148,370.0542
1801,2016,WB-21850,2094.4919999999997,293.6498
1646,2016,PG-18820,2088.237,551.2802
465,2014,RA-19915,2081.332,278.42359999999996
1152,2015,TT-21460,2079.112,281.1181
265,2014,JG-15115,2069.826,734.6943
1335,2016,DF-13135,2067.796,-397.12760000000003
83,2014,BT-11305,2061.01,290.8953
270,2014,JH-15985,2060.744,643.9825
1984,2017,DG-13300,2059.85,530.9545
1063,2015,RH-19600,2056.7400000000002,165.37609999999998
1500,2016,JW-15220,2056.0060000000003,131.24200000000002
1771,2016,TG-21310,2054.908,844.6356
1081,2015,SC-20260,2053.197,373.9543
342,2014,LR-16915,2049.816,604.5839
2310,2017,NS-18505,2048.639,-31.841100000000004
1627,2016,NM-18520,2041.8830000000003,812.7965
1773,2016,TH-21115,2040.1480000000001,-76.6418
156,2014,DL-12925,2033.5500000000002,-325.0416
326,2014,LA-16780,2030.1240000000003,482.5614999999999
109,2014,CL-12565,2019.308,199.7794
386,2014,ML-17395,2018.8240000000005,486.574
2055,2017,FC-14335,2017.084,502.9703999999999
495,2014,RS-19765,2014.25,551.9881
1600,2016,MP-17965,2014.182,265.9503
2262,2017,ML-17410,2008.53,-345.6407
1549,2016,LR-16915,2003.9320000000002,172.6901
235,2014,HG-15025,2003.1200000000001,616.4554999999999
1651,2016,PK-19075,2001.918,407.55459999999994
1376,2016,EB-14110,2001.4220000000003,187.61120000000003
1267,2016,CA-11965,1999.96,899.982
2137,2017,JK-15205,1993.772,557.3312999999999
2061,2017,FM-14290,1986.1900000000003,531.0842000000001
246,2014,IM-15070,1979.8899999999999,240.6027
1497,2016,JS-15880,1977.94,266.7469
61,2014,BF-11170,1974.6879999999996,266.1321
2377,2017,RS-19420,1971.8700000000001,300.1044
597,2015,AA-10645,1971.46,439.31379999999996
2368,2017,RL-19615,1968.923,68.1632
2127,2017,JF-15415,1954.732,550.8542
998,2015,ND-18370,1952.808,330.80159999999995
2492,2017,VW-21775,1947.076,565.8837
621,2015,AH-10690,1945.842,107.7517
977,2015,MP-17470,1940.0500000000002,311.494
1924,2017,CC-12220,1939.6960000000001,393.5937
1139,2015,TM-21010,1938.9700000000003,254.3844
2451,2017,TB-21625,1929.166,233.3515
1831,2017,AH-10075,1921.0010000000002,-54.1854
2285,2017,MW-18235,1919.976,215.9973
573,2014,TS-21430,1913.768,17.13839999999999
2263,2017,ML-17755,1913.1040000000003,346.1656
1356,2016,DP-13105,1913.0879999999997,486.3418
122,2014,CS-12250,1894.5600000000002,447.15139999999997
238,2014,HL-15040,1894.19,448.0324
2490,2017,VP-21760,1893.7859999999998,-964.4829
1605,2016,MS-17770,1879.808,164.08840000000004
1297,2016,CL-12700,1876.916,64.09659999999998
844,2015,JD-15790,1873.6080000000002,-313.5141
671,2015,BS-11665,1873.606,175.3879
1952,2017,CR-12580,1872.934,108.8048
2270,2017,MN-17935,1867.338,254.1327
1882,2017,BF-11170,1858.3780000000002,437.78450000000004
590,2014,WB-21850,1857.5980000000002,106.23660000000001
1854,2017,AS-10225,1851.5840000000003,268.4309
353,2014,MA-17560,1849.5130000000001,562.6194
620,2015,AH-10465,1846.8136,-342.0786
220,2014,GM-14680,1846.0639999999999,214.53700000000003
1162,2015,VW-21775,1843.336,-1186.4116000000001
838,2015,IM-15070,1841.6079999999997,-55.71199999999996
321,2014,KN-16450,1841.21,119.9815
1675,2016,RB-19795,1840.62,51.796400000000006
2184,2017,KH-16360,1840.1519999999998,502.5065
655,2015,BG-11035,1826.196,-999.528
1447,2016,JB-16045,1824.775,85.0921
2161,2017,JP-15520,1824.184,422.26340000000005
1068,2015,RO-19780,1823.5500000000002,-997.9926000000002
2122,2017,JE-15745,1823.373,560.5874
1942,2017,CL-12565,1823.336,529.5966
1613,2016,MY-18295,1813.0699999999997,-290.1567
1430,2016,HF-14995,1812.734,-167.31619999999995
1588,2016,MK-17905,1812.6600000000003,-456.17880000000014
99,2014,CC-12610,1812.0100000000002,481.4421
382,2014,MH-17785,1809.42,133.954
520,2014,SH-20395,1804.9770000000003,-252.20179999999993
1561,2016,MA-17995,1799.466,191.6568
708,2015,CM-12655,1794.4676,116.6294
1344,2016,DK-13375,1793.8000000000004,360.98420000000004
134,2014,DB-13060,1784.258,409.7579
1644,2016,PF-19165,1782.8,478.67859999999996
1098,2015,SG-20605,1782.17,162.96679999999998
2297,2017,NF-18385,1782.096,163.4574
2341,2017,PV-18985,1777.8600000000004,283.4832
2353,2017,RB-19705,1775.8719999999998,325.85249999999996
1109,2015,SO-20335,1774.5195000000003,-282.31780000000003
2372,2017,RO-19780,1772.306,-174.099
357,2014,MC-17275,1771.52,235.22320000000002
907,2015,KH-16510,1769.634,227.56380000000001
764,2015,DR-12940,1767.8760000000002,296.6634
315,2014,KL-16555,1761.702,-69.24860000000001
2043,2017,EM-13825,1760.008,444.40719999999993
1488,2016,JO-15145,1756.7140000000002,440.01550000000003
1398,2016,ES-14080,1749.6280000000002,-99.2152
1170,2016,AA-10480,1747.5,420.4986
1065,2015,RL-19615,1745.399,109.9847
474,2014,RD-19480,1745.3600000000001,109.524
1231,2016,BE-11410,1741.222,577.1967
2246,2017,MG-17650,1738.354,112.67859999999999
1847,2017,AR-10405,1730.644,-221.58299999999997
2292,2017,NC-18415,1729.2859999999998,-2330.2698
395,2014,MP-18175,1724.46,-125.30219999999998
350,2014,LW-16825,1718.118,423.59310000000005
889,2015,JS-15880,1717.9699999999998,392.8934
426,2014,NP-18325,1711.7320000000002,314.1665
1901,2017,BP-11185,1711.404,330.7146
1044,2015,RA-19915,1710.318,-118.15979999999999
2052,2017,ES-14080,1710.252,239.2823
687,2015,CB-12535,1706.0594999999998,249.3799
2416,2017,SL-20155,1704.2540000000001,437.8416
1273,2016,CB-12415,1701.438,201.6541
1106,2015,SM-20950,1697.25,468.399
763,2015,DR-12880,1696.234,428.6412
1557,2016,LW-16990,1691.6080000000002,322.322
2252,2017,MH-17290,1689.708,-42.632999999999974
126,2014,CT-11995,1688.0140000000001,285.7006
1274,2016,CB-12535,1687.1299999999999,458.6648
1239,2016,BG-11695,1685.476,57.92059999999999
1180,2016,AF-10870,1681.528,390.79530000000005
2268,2017,MM-18055,1678.757,-403.6647
2202,2017,LB-16795,1678.49,627.9827
29,2014,AJ-10795,1676.5099999999998,503.26560000000006
911,2015,KM-16225,1672.8200000000002,449.6861
1988,2017,DK-12835,1669.7300000000002,349.27479999999997
1219,2016,AW-10930,1669.464,-213.4434
1171,2016,AA-10645,1668.185,334.627
93,2014,CA-12775,1665.839,111.7963
1473,2016,JK-15730,1662.7900000000002,194.62449999999998
1095,2015,SF-20965,1658.9119999999998,448.9789999999999
2476,2017,TS-21610,1657.3080000000002,-9.918399999999997
1088,2015,SC-20725,1656.014,404.6276
1394,2016,EN-13780,1646.394,438.4045
1248,2016,BO-11350,1646.298,358.371
2106,2017,IL-15100,1645.87,438.68039999999996
1945,2017,CM-12115,1643.97,400.9535
903,2015,KD-16345,1642.754,243.53520000000003
305,2014,KD-16270,1639.496,-1340.5041
1645,2016,PF-19225,1636.906,513.2723
1161,2015,VT-21700,1636.356,-257.9199
2256,2017,MH-18025,1632.218,375.094
978,2015,MP-17965,1628.2000000000003,255.7584
1527,2016,KT-16465,1626.352,156.40300000000002
478,2014,RD-19900,1625.7920000000001,186.4934
2113,2017,JC-15775,1622.037,117.31639999999999
1989,2017,DK-12895,1621.5520000000001,328.0549000000001
1125,2015,SW-20455,1620.068,618.4506
1583,2016,MH-17455,1619.2520000000002,375.66020000000003
2436,2017,SV-20935,1617.4629999999997,136.81210000000002
332,2014,LD-17005,1609.32,445.9008
1375,2016,EB-13975,1608.631,151.8843
2130,2017,JG-15160,1608.31,69.84740000000001
2243,2017,ME-17725,1607.8252,23.385600000000025
2342,2017,PW-19030,1607.694,333.7939
2050,2017,EP-13915,1603.4780000000003,2.8465999999999916
1339,2016,DJ-13510,1603.136,100.196
1492,2016,JP-16135,1601.056,275.4434
1436,2016,HM-14860,1598.6448,82.65200000000002
2011,2017,DS-13030,1590.116,163.85809999999998
681,2015,CA-11965,1590.0448,182.1552
1944,2017,CM-11815,1589.9040000000002,185.5434
1268,2016,CA-12055,1589.864,258.9849
593,2014,ZC-21910,1588.746,328.8236
1138,2015,TH-21550,1586.568,391.55719999999997
1325,2016,DB-13060,1586.1,294.327
1926,2017,CC-12430,1580.5520000000001,108.9341
1937,2017,CK-12205,1578.622,181.02669999999995
2358,2017,RD-19660,1577.94,757.4112
1776,2016,TP-21130,1575.39,377.2171
438,2014,PC-18745,1573.4879999999998,196.68599999999998
1931,2017,CD-11920,1572.6280000000002,350.2738
1803,2016,YC-21895,1571.4800000000002,427.2667
1658,2016,PO-19180,1571.0949999999998,178.44880000000003
1960,2017,CS-12355,1569.4620000000002,456.48879999999997
2183,2017,KH-16330,1568.9240000000002,150.0267
771,2015,EB-13750,1568.614,177.41600000000003
1723,2016,SH-19975,1563.5835,317.9352
1405,2016,FM-14290,1561.472,-356.9856
1423,2016,GT-14710,1561.3020000000001,366.8569
2441,2017,SZ-20035,1555.162,50.43099999999998
35,2014,AP-10915,1547.6539999999998,420.5929999999999
2402,2017,SE-20110,1545.758,-236.82989999999998
2226,2017,LW-16990,1538.7,340.51189999999997
1199,2016,AJ-10795,1529.8559999999998,400.2038
2336,2017,PR-18880,1527.93,207.34810000000002
881,2015,JO-15280,1526.824,204.437
1917,2017,CA-12265,1526.6572,119.67000000000002
292,2014,JP-15520,1525.2060000000001,199.3984
1665,2016,PW-19030,1523.46,437.40999999999997
20,2014,AG-10900,1520.376,144.4608
1369,2016,EA-14035,1520.051,-342.85699999999997
675,2015,BT-11395,1519.3770000000002,194.7354
1387,2016,EJ-14155,1517.049,335.3556
328,2014,LC-16885,1515.87,201.0624
468,2014,RB-19435,1512.7319999999997,65.13130000000004
2345,2017,RA-19885,1511.296,510.8175
915,2015,KN-16390,1509.482,-191.35040000000004
431,2014,NW-18400,1508.229,-387.4647
418,2014,NF-18385,1508.13,186.73739999999998
2001,2017,DM-13015,1506.109,106.7629
1545,2016,LH-17155,1503.239,212.07090000000002
1778,2016,TP-21565,1503.1119999999999,104.52519999999998
1236,2016,BF-11170,1484.3539999999998,697.4597
1408,2016,FP-14320,1483.8740000000005,359.7051
1711,2016,SC-20695,1480.9099999999999,347.9695
536,2014,SS-20410,1480.4730000000002,-565.6401
2477,2017,TS-21655,1475.6899999999998,-110.0444
1736,2016,SP-20620,1475.584,-171.2236
1815,2017,AB-10600,1475.054,-256.5716
1002,2015,NF-18595,1467.736,258.1205
1197,2016,AI-10855,1467.134,485.1744
2397,2017,SC-20725,1459.68,483.77919999999995
1633,2016,NS-18640,1458.394,-298.1281
1938,2017,CK-12325,1456.433,-124.27749999999999
1338,2016,DJ-13420,1454.9,378.274
829,2015,HK-14890,1451.286,300.05820000000006
1108,2015,SN-20710,1450.7432,91.21709999999999
1499,2016,JS-16030,1449.04,451.913
765,2015,DS-13180,1448.384,182.57879999999997
1064,2015,RK-19300,1448.0000000000002,265.5732
274,2014,JK-15625,1447.94,303.89349999999996
853,2015,JF-15355,1446.7839999999999,161.109
1572,2016,MC-18130,1444.038,86.9611
207,2014,FO-14305,1441.3,245.021
1985,2017,DH-13075,1435.96,106.9836
3,2014,AA-10645,1434.33,77.6417
1324,2016,DB-12970,1433.5860000000002,84.29399999999998
2326,2017,PJ-19015,1432.586,609.7589
1968,2017,CY-12745,1432.524,240.53810000000001
127,2014,CV-12295,1430.816,163.49579999999997
2272,2017,MO-17800,1425.665,180.8143
1650,2016,PK-18910,1422.252,-807.777
1345,2016,DL-12865,1417.024,311.98789999999997
1586,2016,MH-18115,1416.304,-216.22639999999998
2250,2017,MG-18145,1415.606,196.5936
2100,2017,HP-14815,1412.294,293.8761
2386,2017,SB-20290,1410.3390000000002,-907.0567000000001
1192,2016,AH-10195,1410.066,-349.3705
521,2014,SH-20635,1403.92,70.196
1720,2016,SF-20965,1403.92,70.196
834,2015,HR-14830,1402.505,116.5238
1508,2016,KC-16255,1401.864,523.0736
868,2015,JK-15625,1400.268,438.192
1760,2016,TB-21280,1396.9360000000001,290.8161
301,2014,KB-16585,1396.298,175.471
1866,2017,BC-11125,1395.572,58.77800000000001
1796,2016,VM-21685,1394.91,371.691
1954,2017,CR-12820,1384.7524,81.1383
360,2014,MC-17590,1382.067,-137.2014
1051,2015,RD-19585,1381.676,302.6394
2033,2017,EH-13765,1381.4759999999999,405.825
1166,2015,YS-21880,1380.18,254.1798
1326,2016,DB-13210,1378.835,-66.4482
2286,2017,MY-17380,1374.2169999999996,283.42879999999997
1126,2015,SZ-20035,1374.19,260.18260000000004
80,2014,BS-11590,1373.198,97.4608
1084,2015,SC-20440,1372.31,375.2701
2124,2017,JF-15190,1372.062,346.4243
2053,2017,FA-14230,1365.48,252.378
323,2014,KT-16465,1364.892,68.791
1115,2015,SS-20410,1363.674,-504.2467
2220,2017,LS-16975,1362.6000000000001,229.8118
711,2015,CP-12340,1361.6309999999999,-1044.4553
2077,2017,GM-14455,1360.158,374.6074
1610,2016,MV-18190,1358.894,225.3628
1401,2016,FC-14335,1356.5760000000002,86.14920000000001
2164,2017,JR-16210,1353.8319999999999,255.77679999999998
1737,2016,SP-20650,1346.664,100.23780000000001
511,2014,SD-20485,1343.324,122.76549999999999
570,2014,TS-21205,1342.6180000000002,471.76400000000007
1205,2016,AP-10915,1339.2720000000002,338.5843
1188,2016,AG-10900,1338.9,252.36610000000002
905,2015,KD-16615,1336.352,272.58299999999997
1966,2017,CV-12805,1334.6416,134.0955
1257,2016,BS-11665,1328.128,62.269200000000005
1071,2015,RP-19855,1326.8160000000003,375.2066
1559,2016,LW-17215,1326.8159999999998,349.5778
893,2015,JW-16075,1323.4669999999999,133.68449999999999
2080,2017,GM-14695,1322.352,-99.1764
1190,2016,AH-10075,1321.1080000000002,332.63480000000004
1042,2015,RA-19285,1320.3159999999998,234.82500000000002
119,2014,CS-11950,1315.561,-88.06300000000002
2203,2017,LC-16870,1315.0559999999998,-4.171399999999974
1370,2016,EB-13705,1314.56,82.4234
1204,2016,AP-10720,1311.9340000000002,243.57259999999997
373,2014,MG-17650,1310.3360000000002,24.36440000000001
2384,2017,SB-20170,1309.4479999999999,191.0576
1993,2017,DK-13225,1309.244,316.4547
1734,2016,SN-20710,1308.8920000000003,375.77900000000005
95,2014,CC-12100,1308.196,142.8458
78,2014,BS-11365,1301.873,210.6999
253,2014,JD-15895,1299.4759999999999,-194.3904
2196,2017,KN-16705,1296.27,301.86920000000003
1277,2016,CC-12220,1295.336,-33.0527
1839,2017,AJ-10795,1295.0249999999999,255.23700000000002
2344,2017,RA-19285,1290.69,317.46520000000004
967,2015,MH-18025,1288.848,91.1622
1416,2016,GH-14485,1288.464,-24.4893
718,2015,CS-12355,1286.48,288.1074
1975,2017,DB-13270,1285.8870000000002,-15.554100000000005
266,2014,JG-15160,1285.2179999999998,378.6945
223,2014,GR-14560,1284.38,359.83320000000003
709,2015,CM-12715,1283.3264,-29.893200000000004
909,2015,KH-16690,1279.679,-36.23909999999999
